t,x_fit,y_fit,z_fit,x_target,y_target,z_target
0.0980490245,-0.0879277450,-0.1597968030,0.2437571306,-0.3324554639,-0.4794416123,1.9124330586
0.0985492746,-0.0882645578,-0.1599304682,0.2449867004,-0.3323177745,-0.4794726410,1.9125716806
0.0990495248,-0.0885997841,-0.1600641335,0.2462160560,-0.3321800872,-0.4795036698,1.9127103025
0.0995497749,-0.0889334188,-0.1601977987,0.2474451963,-0.3320424014,-0.4795346985,1.9128489245
0.1000500250,-0.0892654567,-0.1603314640,0.2486741203,-0.3319047166,-0.4795657273,1.9129875464
0.1005502751,-0.0895958930,-0.1604651292,0.2499028269,-0.3317670321,-0.4795967561,1.9131261683
0.1010505253,-0.0899247226,-0.1605987945,0.2511313150,-0.3316293471,-0.4796277849,1.9132647903
0.1015507754,-0.0902519406,-0.1607324597,0.2523595835,-0.3314916610,-0.4796588137,1.9134034122
0.1020510255,-0.0905775422,-0.1608661250,0.2535876315,-0.3313539732,-0.4796898425,1.9135420342
0.1025512756,-0.0909015224,-0.1609997902,0.2548154578,-0.3312162832,-0.4797208713,1.9136806561
0.1030515258,-0.0912238765,-0.1611334554,0.2560430614,-0.3310785917,-0.4797519001,1.9138192781
0.1035517759,-0.0915445998,-0.1612671207,0.2572704412,-0.3309408990,-0.4797829290,1.9139579000
0.1040520260,-0.0918636875,-0.1614007859,0.2584975962,-0.3308032054,-0.4798139578,1.9140965219
0.1045522761,-0.0921811350,-0.1615344512,0.2597245252,-0.3306655114,-0.4798449867,1.9142351439
0.1050525263,-0.0924969376,-0.1616681164,0.2609512273,-0.3305278171,-0.4798760156,1.9143737658
0.1055527764,-0.0928110907,-0.1618017817,0.2621777014,-0.3303901231,-0.4799070445,1.9145123878
0.1060530265,-0.0931235899,-0.1619354469,0.2634039463,-0.3302524295,-0.4799380734,1.9146510097
0.1065532766,-0.0934344306,-0.1620691122,0.2646299611,-0.3301147364,-0.4799691023,1.9147896317
0.1070535268,-0.0937436083,-0.1622027774,0.2658557447,-0.3299770433,-0.4800001313,1.9149282536
0.1075537769,-0.0940511187,-0.1623364427,0.2670812960,-0.3298393502,-0.4800311602,1.9150668755
0.1080540270,-0.0943569574,-0.1624701079,0.2683066140,-0.3297016571,-0.4800621892,1.9152054975
0.1085542771,-0.0946611200,-0.1626037732,0.2695316977,-0.3295639640,-0.4800932182,1.9153441194
0.1090545273,-0.0949636024,-0.1627374384,0.2707565458,-0.3294262709,-0.4801242473,1.9154827414
0.1095547774,-0.0952644002,-0.1628711037,0.2719811575,-0.3292885778,-0.4801552763,1.9156213633
0.1100550275,-0.0955635092,-0.1630047689,0.2732055316,-0.3291508847,-0.4801863054,1.9157599853
0.1105552776,-0.0958609255,-0.1631384342,0.2744296671,-0.3290131917,-0.4802173345,1.9158986072
0.1110555278,-0.0961566447,-0.1632720994,0.2756535629,-0.3288754991,-0.4802483636,1.9160372291
0.1115557779,-0.0964506629,-0.1634057647,0.2768772180,-0.3287378066,-0.4802793928,1.9161758511
0.1120560280,-0.0967429761,-0.1635394299,0.2781006313,-0.3286001140,-0.4803104219,1.9163144730
0.1125562781,-0.0970335802,-0.1636730951,0.2793238017,-0.3284624211,-0.4803414511,1.9164530950
0.1130565283,-0.0973224715,-0.1638067604,0.2805467283,-0.3283247279,-0.4803724804,1.9165917169
0.1135567784,-0.0976096459,-0.1639404256,0.2817694099,-0.3281870341,-0.4804035001,1.9167303389
0.1140570285,-0.0978950997,-0.1640740909,0.2829918455,-0.3280493396,-0.4804344486,1.9168689608
